"","measure_A","measure_B","code","month"
"1",65.1945667108521,303.184454096481,"f","September"
"2",3.91582131851465,9.87886823713779,"u","November"
"3",22.247054730542,335.608469205908,"u","January"
"4",14.0783623093739,52.2572183981538,"l","February"
"5",34.756370447576,190.097743878141,"f","February"
"6",41.3025874644518,23.4361939365044,"g","July"
"7",30.7489352533594,126.575312693603,"u","February"
"8",89.4165926380083,372.516680392437,"z","July"
"9",93.8129294663668,483.183378935792,"r","September"
"10",72.1681601833552,313.469388172962,"a","December"
"11",43.3997261337936,471.239672973752,"d","September"
"12",13.4994622785598,415.408418048173,"i","June"
"13",1.09875127673149,247.438898892142,"r","May"
"14",16.8512860545889,0.801533344201744,"q","July"
"15",49.4283757405356,450.433535734192,"a","October"
"16",48.2461920939386,318.213973310776,"w","September"
"17",57.627922273241,441.396562382579,"i","December"
"18",79.5544064836577,204.853318515234,"k","July"
"19",53.2284031622112,51.2057847809047,"y","February"
"20",55.0369127653539,5.47198764979839,"z","May"
"21",55.4210726404563,277.236750582233,"y","June"
"22",90.9625947475433,306.256216834299,"l","May"
"23",8.08202524203807,129.905229783617,"e","November"
"24",28.4507190110162,396.991583984345,"u","December"
"25",20.3094401396811,283.489732770249,"j","November"
"26",18.1378918234259,296.010880265385,"n","May"
"27",56.5673429053277,99.9967380193993,"q","April"
"28",4.70336694270372,463.119945139624,"f","August"
"29",43.2792237726972,469.593623187393,"q","February"
"30",67.0455305604264,225.421077222563,"z","April"
"31",63.4137725457549,166.195106925443,"m","August"
"32",49.4038712000474,325.482767773792,"l","February"
"33",81.2665412202477,447.480991366319,"j","October"
"34",62.4294451670721,466.937864664942,"v","November"
"35",78.9186330046505,39.0195833751932,"w","August"
"36",50.2540327841416,212.925598840229,"g","February"
"37",92.8301870822906,431.622982607223,"t","November"
"38",47.9037146084011,284.062405116856,"z","April"
"39",57.9768556868657,91.5836306521669,"k","March"
"40",86.188282049261,160.589852952398,"b","March"
"41",4.14728771429509,292.102948762476,"j","November"
"42",16.4104140829295,438.446036190726,"z","March"
"43",27.8144629439339,443.30585305579,"f","June"
"44",82.089005317539,50.0296874670312,"b","May"
"45",68.5789077542722,276.793224969879,"s","January"
"46",81.694001564756,184.968543704599,"i","May"
"47",91.6032443055883,186.352062504739,"j","May"
"48",10.6912091141567,39.5173706347123,"q","July"
"49",85.5006178840995,438.748185173608,"l","May"
"50",49.5180132333189,176.310326671228,"b","February"
"51",89.5719265798107,205.005658441223,"a","May"
"52",24.1745643084869,250.88117737323,"a","September"
"53",32.4630109127611,2.89934547618032,"u","May"
"54",11.1984269460663,226.166547625326,"j","November"
"55",84.7906750626862,401.390552520752,"k","February"
"56",99.8142684111372,65.8861385891214,"b","July"
"57",90.5380479060113,383.359557017684,"v","April"
"58",37.6110801240429,102.229024400003,"l","August"
"59",49.859959166497,439.317552489229,"k","March"
"60",70.5138854682446,104.564872803167,"d","August"
"61",43.6211654450744,296.707046683878,"x","June"
"62",92.5222966820002,135.370952775702,"o","March"
"63",7.1373978164047,456.268271314912,"w","February"
"64",3.16608322318643,356.729894294403,"i","November"
"65",60.9250073786825,308.75905987341,"m","May"
"66",52.6069136103615,97.5670500192791,"d","November"
"67",0.795909995213151,183.354869601317,"p","June"
"68",7.59811666794121,259.53214277979,"z","February"
"69",92.5574866821989,302.590068313293,"a","October"
"70",7.73368866648525,215.413493104279,"s","October"
"71",2.43072467856109,78.6510511534289,"m","May"
"72",29.7852268675342,58.4088296163827,"h","July"
"73",49.5523890480399,66.9822416966781,"d","April"
"74",91.3596450584009,22.2037271596491,"o","October"
"75",6.22261534444988,413.436085684225,"y","April"
"76",49.7792207403108,460.027921944857,"k","March"
"77",21.499255602248,275.19542304799,"w","June"
"78",51.4474840601906,167.011292884126,"s","February"
"79",21.4144100435078,491.856203181669,"n","September"
"80",8.82698635105044,366.326370276511,"z","August"
"81",58.7974688271061,246.46716855932,"v","June"
"82",88.6383218225092,412.695664563216,"l","November"
"83",78.2968560233712,195.392438210547,"g","October"
"84",23.497622134164,195.953824440949,"r","October"
"85",9.82097296509892,404.912499478087,"m","September"
"86",63.7982608750463,481.869233422913,"q","October"
"87",46.4737709844485,48.3880233950913,"a","April"
"88",81.6346510546282,94.1830880474299,"v","August"
"89",63.2370081497356,188.82166093681,"t","June"
"90",65.7510422402993,1.30713370162994,"q","September"
"91",54.6672060154378,240.376683883369,"p","December"
"92",39.9263350991532,147.15506543871,"m","July"
"93",79.3032394722104,401.555074262433,"i","June"
"94",53.9031250635162,265.43927541934,"m","January"
"95",84.8517136415467,470.609318232164,"m","August"
"96",95.4481651308015,442.366630537435,"n","April"
"97",58.6833579465747,35.6724736047909,"i","November"
"98",81.3556079752743,241.42106983345,"p","July"
"99",1.55808383133262,313.776440685615,"x","May"
"100",30.474850605242,65.5281328363344,"p","September"
