"","measure_A","measure_B","code","month"
"1",16.1969846114516,11.615808820352,"t","October"
"2",10.6983038596809,225.24643316865,"h","July"
"3",29.4796254718676,180.761536583304,"g","October"
"4",39.4426494836807,87.9186283564195,"g","July"
"5",83.5788261378184,32.4032475473359,"e","May"
"6",42.3948718002066,434.426162275486,"v","January"
"7",10.0845589535311,305.072108632885,"d","May"
"8",94.2680946318433,156.643384252675,"o","July"
"9",32.7043211553246,151.3006829191,"z","April"
"10",3.38008827529848,396.206598379649,"b","February"
"11",70.6268878420815,343.975494848564,"b","June"
"12",97.8156266734004,229.645204846747,"j","November"
"13",46.757650678046,23.8795407349244,"z","April"
"14",52.5103161344305,278.950618812814,"r","April"
"15",66.4765538880602,164.849689230323,"l","September"
"16",17.8341407561675,281.425532419235,"h","July"
"17",11.9448655983433,240.289883571677,"r","January"
"18",14.2454280517995,52.697230130434,"s","November"
"19",33.0244803801179,183.787159156054,"z","November"
"20",52.3476900300011,467.355034314096,"p","October"
"21",65.3506763279438,236.204556655139,"z","January"
"22",75.8593549253419,190.575823653489,"o","November"
"23",86.9851178256795,381.605868926272,"i","June"
"24",83.6093081859872,227.738938294351,"z","August"
"25",65.0355173973367,467.63663191814,"n","April"
"26",0.487235328182578,377.993811969645,"x","January"
"27",29.6316740335897,38.1931837182492,"p","May"
"28",75.3486076835543,338.81111536175,"l","October"
"29",75.6049670744687,192.034482490271,"k","March"
"30",58.6923360358924,168.578832293861,"y","September"
"31",80.7769562583417,22.1027203369886,"d","September"
"32",79.3187210569158,94.4711663760245,"p","December"
"33",53.4523299662396,96.8303316039965,"m","June"
"34",20.4676494700834,363.812245312147,"m","April"
"35",74.0717070642859,401.501176180318,"r","December"
"36",32.8190164174885,418.966191937216,"u","February"
"37",36.0781646799296,408.718970720656,"n","April"
"38",35.579167609103,353.737682802603,"c","January"
"39",5.6216521654278,117.251540534198,"c","September"
"40",49.5775543618947,429.483327199705,"o","September"
"41",7.58318710140884,289.543259539641,"u","November"
"42",22.2799219191074,341.117831063457,"u","December"
"43",36.6808470338583,121.763909002766,"z","July"
"44",31.1435272684321,266.046726610512,"n","February"
"45",5.73818141128868,113.223903928883,"s","October"
"46",64.578881021589,117.413172498345,"e","October"
"47",90.3566461056471,288.178918883204,"u","August"
"48",24.6895450633019,339.826013310812,"f","July"
"49",22.9941501514986,97.1594920847565,"n","June"
"50",41.8155071558431,40.3071773471311,"g","December"
"51",13.5408993111923,88.2505975896493,"g","December"
"52",61.3827005960047,429.601600160822,"a","March"
"53",84.0808127075434,488.492910051718,"q","November"
"54",98.2271446380764,79.55464895349,"w","September"
"55",15.1824353262782,127.531880745664,"i","May"
"56",59.5438549527898,334.559103706852,"h","April"
"57",85.5614975327626,146.686522872187,"t","December"
"58",71.0176216671243,422.765799798071,"i","June"
"59",20.4936963040382,63.2530929287896,"e","March"
"60",13.8402507407591,104.009311296977,"t","October"
"61",10.6341539649293,255.798245081678,"a","July"
"62",67.3521908931434,260.236848029308,"h","October"
"63",31.4923174446449,150.571336038411,"x","October"
"64",96.9101533526555,480.791438370943,"v","April"
"65",84.9624087335542,124.828165164217,"p","August"
"66",2.78682594653219,21.5446960646659,"x","April"
"67",80.3268755786121,392.031574505381,"s","August"
"68",31.8128144834191,416.701268637553,"f","October"
"69",93.2261234847829,39.07318378333,"i","January"
"70",98.9496476016939,26.7885909415781,"e","January"
"71",47.9346800362691,165.985731990077,"f","May"
"72",88.9437219128013,400.535148335621,"m","July"
"73",44.6800861041993,448.334157466888,"m","July"
"74",64.3841839861125,53.279863554053,"h","August"
"75",48.1120083015412,404.131666989997,"y","September"
"76",67.6128783496097,278.589268680662,"m","December"
"77",94.0043317619711,272.660235408694,"t","January"
"78",93.6338445404544,406.194408540614,"b","September"
"79",22.7035943185911,43.1435754289851,"h","December"
"80",61.4797427784652,471.177950268611,"h","May"
"81",3.13737385440618,425.482243066654,"f","October"
"82",23.8403672585264,162.243659724481,"w","April"
"83",31.4223152119666,229.434653185308,"l","March"
"84",16.5065665263683,251.142135704868,"g","October"
"85",63.172674854286,197.116548428312,"x","August"
"86",17.5946079194546,63.2436376763508,"n","December"
"87",87.7605944871902,273.059928207658,"t","August"
"88",79.0988410590217,421.657540136948,"l","April"
"89",62.2776502277702,394.504139898345,"m","June"
"90",83.6753499461338,219.157810788602,"v","March"
"91",93.6717001255602,318.264479283243,"k","June"
"92",86.5705282427371,428.891906747594,"b","January"
"93",93.4826355194673,331.155353225768,"r","March"
"94",65.4391740448773,479.589313268661,"g","April"
"95",85.6273198034614,192.113883444108,"u","June"
"96",69.718416989781,435.968282981776,"p","March"
"97",41.2237620912492,206.58703846857,"c","January"
"98",52.0479247439653,270.370301324874,"y","March"
"99",58.9361804770306,412.896128953435,"d","February"
"100",55.5549814365804,464.420359348878,"u","June"
