"","measure_A","measure_B","code","month"
"1",10.5394503101707,228.420150699094,"s","July"
"2",81.2321678036824,404.620501911268,"y","February"
"3",17.3692686250433,192.487708292902,"i","July"
"4",6.38220233377069,462.731222854927,"x","October"
"5",74.7406187234446,230.187295004725,"v","July"
"6",20.6255331868306,328.593354788609,"l","March"
"7",17.1200349228457,300.640679080971,"g","April"
"8",99.0770992822945,55.6527653243393,"u","May"
"9",82.5459572253749,241.342726047151,"a","May"
"10",52.7699845610186,13.2466717623174,"a","May"
"11",56.3934109639376,120.272943167947,"z","March"
"12",15.7873084535822,117.803650442511,"p","December"
"13",32.5871634529904,428.961137542501,"n","March"
"14",72.0933379605412,99.3916091974825,"i","November"
"15",33.4392976015806,318.113124347292,"i","February"
"16",84.6344316843897,117.43226274848,"o","May"
"17",49.2590236710384,239.51657442376,"f","August"
"18",84.7268383251503,308.774567791261,"a","August"
"19",5.08972913958132,220.786201418377,"i","December"
"20",46.2591955438256,118.150494992733,"j","September"
"21",65.6959264306352,158.554778201506,"x","March"
"22",68.1968127610162,395.993245649152,"t","June"
"23",50.118208443746,40.8821470336989,"q","June"
"24",15.6613243045285,307.254971936345,"q","March"
"25",98.4007236082107,329.89116362296,"e","May"
"26",83.5664050420746,195.153238601051,"u","November"
"27",55.1307374611497,342.407679534517,"q","October"
"28",52.4503980763257,147.683425107971,"q","January"
"29",79.5812093419954,270.155443344265,"t","November"
"30",53.5387776326388,463.766089174896,"p","July"
"31",61.7245202884078,388.514560647309,"r","February"
"32",26.4759975252673,171.640462707728,"e","September"
"33",71.7119220644236,264.784787315875,"h","August"
"34",39.1654367092997,363.716648658738,"v","August"
"35",43.5797510901466,326.453906251118,"z","May"
"36",61.3868039334193,145.548918633722,"z","February"
"37",51.9037773832679,57.4659066041932,"j","October"
"38",46.5604020515457,237.830340629444,"e","January"
"39",28.8927735062316,495.526552316733,"e","June"
"40",36.2519870046526,137.596224900335,"d","October"
"41",5.03799729049206,127.223864779808,"x","March"
"42",58.2223160425201,371.620967634954,"w","February"
"43",60.2507446194068,75.5231891525909,"x","September"
"44",60.1608768571168,447.397475480102,"u","December"
"45",83.5945898666978,214.339329628274,"n","January"
"46",80.3815791616216,189.510267577134,"f","March"
"47",51.9211546285078,334.395756712183,"l","February"
"48",33.663641102612,442.689025774598,"m","April"
"49",74.9170925235376,250.43393287342,"i","February"
"50",76.5085145831108,246.669626329094,"f","April"
"51",47.8979918872938,202.845043735579,"p","April"
"52",90.0196527829394,439.771038480103,"l","April"
"53",26.5640943078324,320.949486573227,"f","October"
"54",99.0772273857147,376.06342160143,"f","May"
"55",5.89141924865544,119.119900977239,"y","August"
"56",57.0000772364438,330.267851240933,"j","June"
"57",38.952427264303,402.076014433987,"k","November"
"58",61.6961284540594,491.484951344319,"s","April"
"59",82.2475058957934,416.63864266593,"x","June"
"60",61.9000563398004,499.867561622523,"p","February"
"61",76.5864891000092,184.103910112754,"z","December"
"62",10.9219075646251,464.652323629707,"r","September"
"63",16.3208027137443,388.563827727921,"j","July"
"64",82.878675032407,496.796534280293,"l","June"
"65",69.4815255235881,311.821996583603,"e","April"
"66",95.7519114715979,434.61549305357,"v","May"
"67",69.9952173046768,380.947618512437,"y","January"
"68",32.6231000944972,264.626947115175,"z","November"
"69",88.8725908473134,42.4075950868428,"i","January"
"70",4.08792411908507,157.061675912701,"a","April"
"71",12.4003099743277,44.0395169425756,"c","October"
"72",45.6967996899039,56.7481408361346,"i","August"
"73",89.949013502337,257.329013780691,"k","June"
"74",9.6901863347739,350.872873910703,"r","October"
"75",96.063661808148,181.021609227173,"k","March"
"76",3.49615719169378,105.858081369661,"p","March"
"77",31.9265738129616,161.459479946643,"y","April"
"78",32.0838547311723,389.567897072993,"z","March"
"79",70.9556195884943,434.409343404695,"z","June"
"80",67.896990920417,82.406930392608,"k","November"
"81",5.15281895641237,467.126390780322,"e","November"
"82",44.2512860288844,403.531668009236,"i","January"
"83",57.5019549112767,365.936802234501,"g","January"
"84",57.0381497964263,341.672153794207,"z","September"
"85",82.8339134575799,392.470461083576,"k","July"
"86",83.5476260865107,174.838618491776,"g","January"
"87",7.87971799727529,22.3604232305661,"v","November"
"88",51.7200761241838,414.442083681934,"x","July"
"89",31.8566755624488,467.370626749471,"m","December"
"90",24.2055122042075,342.136417864822,"j","November"
"91",27.0375994732603,490.558684221469,"l","October"
"92",44.5837755920365,102.907864027657,"s","December"
"93",2.49284808523953,213.680755579844,"y","December"
"94",87.8705923678353,115.799004561268,"t","February"
"95",84.3719360418618,254.547371412627,"p","February"
"96",35.0149975623935,439.259798382409,"v","June"
"97",14.7412078687921,367.773503996432,"t","December"
"98",32.6112083625048,46.6694380156696,"p","December"
"99",63.7406717985868,370.644429931417,"r","July"
"100",2.96171810477972,337.526692193933,"z","March"
