"","measure_A","measure_B","code","month"
"1",67.9833428934216,314.689970342442,"e","May"
"2",4.03094440698624,129.564624046907,"h","July"
"3",56.513607618399,14.2114253249019,"t","January"
"4",96.0196045460179,395.669061574154,"r","August"
"5",90.5752341262996,210.123158758506,"y","January"
"6",39.8092674324289,425.239884760231,"d","June"
"7",31.1290982877836,457.199344993569,"k","January"
"8",68.393253814429,245.053102145903,"v","July"
"9",90.5255628749728,213.388482225128,"r","February"
"10",75.7358539151028,475.704557378776,"y","June"
"11",47.682308848016,458.236688631587,"d","October"
"12",81.4479163149372,415.641128900461,"t","May"
"13",66.0820197314024,453.624254791066,"a","April"
"14",13.1067021284252,221.83435363695,"f","April"
"15",86.0945924883708,97.5954283494502,"p","May"
"16",69.6301702177152,93.2669489411637,"j","May"
"17",32.015524385497,437.346507562324,"p","September"
"18",27.7781284879893,151.25444077421,"s","July"
"19",74.5632618432865,491.278486093506,"q","September"
"20",37.6515613403171,224.858858739026,"n","February"
"21",37.7370541216806,400.28070891276,"b","March"
"22",92.6161667332053,175.80994637683,"s","June"
"23",62.6181505387649,460.91994876042,"m","November"
"24",73.9754640497267,402.067409013398,"t","August"
"25",4.15124949067831,111.130104400218,"m","March"
"26",99.6960456483066,91.6976943844929,"e","January"
"27",56.2751210061833,180.110537214205,"f","October"
"28",95.0006713625044,339.46572127752,"b","August"
"29",38.0740570602939,208.451754180714,"f","March"
"30",98.3714587986469,83.2371736178175,"h","February"
"31",96.4942079503089,203.936674282886,"y","April"
"32",77.717042225413,301.271334290504,"e","February"
"33",77.0040908595547,335.69089951925,"g","September"
"34",54.9903514562175,192.849933751859,"j","November"
"35",6.90290234051645,190.583382267505,"z","July"
"36",10.0749801145867,482.856409973465,"f","March"
"37",16.2631066283211,125.547182979062,"c","April"
"38",99.7709014220163,338.746656780131,"v","November"
"39",31.5918233944103,168.439728207886,"r","January"
"40",7.86947156302631,321.591217070818,"c","August"
"41",85.4856158606708,266.473948839121,"l","April"
"42",64.3501092912629,137.882439070381,"p","April"
"43",82.2773375082761,176.361129502766,"o","June"
"44",94.1574352560565,448.800810379907,"u","October"
"45",18.0656515527517,436.23217206914,"w","May"
"46",18.6341868713498,119.55565365497,"m","August"
"47",61.9992216583341,487.786768004298,"x","January"
"48",43.6609492404386,369.692343520001,"u","January"
"49",23.924032994546,402.249525068328,"x","May"
"50",26.2436602497473,426.348840701394,"o","November"
"51",98.7963459920138,394.87655472476,"w","March"
"52",28.914482309483,328.826470067725,"x","December"
"53",7.61000521015376,185.836835764349,"z","July"
"54",46.9714517937973,391.849334468134,"c","September"
"55",78.7641877308488,72.8811988374218,"r","March"
"56",67.9724018089473,432.228903635405,"o","March"
"57",92.2584888758138,320.597785525024,"f","August"
"58",65.2586616808549,181.498083984479,"m","December"
"59",45.06828088779,480.617968714796,"f","November"
"60",4.68973331153393,495.965544367209,"k","July"
"61",2.03089711721987,174.920359277166,"d","June"
"62",82.0484062191099,22.2939648665488,"a","August"
"63",42.1670613577589,12.637623003684,"j","April"
"64",57.4496530229226,382.17999052722,"e","July"
"65",71.7775172321126,109.290177933872,"m","May"
"66",35.3014323394746,448.852411820553,"y","May"
"67",35.0139994872734,122.906046337448,"x","July"
"68",84.0944989118725,157.174960477278,"a","July"
"69",31.3566996250302,393.721119267866,"z","November"
"70",57.9499705927446,251.827158150263,"o","October"
"71",9.77262607775629,350.848571048118,"g","January"
"72",47.6000845897943,443.074804847129,"n","May"
"73",27.657146868296,173.167884466238,"c","August"
"74",82.9915040638298,231.387221021578,"u","July"
"75",34.8595296498388,149.637955590151,"v","March"
"76",27.5457714917138,171.712356852368,"a","April"
"77",94.7974368464202,53.2932432834059,"m","March"
"78",4.86705307848752,81.3237604452297,"r","May"
"79",1.5741310082376,304.406518000178,"g","March"
"80",86.1973607214168,369.990614941344,"p","April"
"81",83.5067121544853,247.392011922784,"k","February"
"82",85.6482354225591,254.711345070973,"f","December"
"83",20.7230020081624,426.459570415318,"y","November"
"84",40.0023799855262,131.244909134693,"f","January"
"85",50.5419010762125,225.102981552482,"d","December"
"86",6.45858906209469,384.720397531055,"r","August"
"87",94.7270371485502,78.8183740805835,"d","February"
"88",45.5799236893654,364.190574153326,"y","November"
"89",86.1949464771897,90.5631034402177,"j","January"
"90",92.8742047166452,377.2602758836,"q","January"
"91",99.9471013667062,214.144853991456,"y","March"
"92",92.9991187294945,188.131955452263,"d","April"
"93",76.9069283269346,413.828520802781,"g","August"
"94",26.6070490702987,267.017909209244,"x","April"
"95",51.5270641306415,137.442926876247,"x","August"
"96",94.9383559403941,168.149558012374,"v","July"
"97",3.56605905108154,102.695235633291,"e","January"
"98",0.16441703774035,128.059511305764,"i","January"
"99",5.40086841210723,114.388395333663,"c","September"
"100",16.2504774983972,490.670231636614,"u","September"
