"","measure_A","measure_B","code","month"
"1",10.0684996461496,113.106521544978,"a","July"
"2",86.2611969001591,65.3110189596191,"w","July"
"3",37.5608780886978,217.889680177905,"m","March"
"4",48.5438661184162,86.4139525219798,"x","January"
"5",56.0876517323777,331.392089836299,"z","January"
"6",56.2818879261613,309.154308866709,"o","March"
"7",35.8668817672879,468.812180217355,"f","November"
"8",95.154698076658,208.054250921123,"f","November"
"9",55.0587246660143,71.3284969097003,"z","February"
"10",2.29860721156001,442.74809921626,"x","October"
"11",95.7338529638946,216.804134077393,"t","December"
"12",77.0293815759942,335.011433809996,"b","May"
"13",25.2045850735158,140.401657437906,"z","January"
"14",26.3474892126396,444.824511767365,"v","June"
"15",31.7846645601094,4.60714148357511,"k","March"
"16",22.2216780064628,425.740036764182,"q","August"
"17",32.9349313629791,404.137703590095,"v","November"
"18",10.9105083625764,180.273818667047,"r","May"
"19",95.4720995854586,430.252156802453,"s","November"
"20",77.1691835252568,79.6757276402786,"y","December"
"21",95.4131251899526,231.723232078366,"x","October"
"22",66.7983268853277,279.803037177771,"i","August"
"23",20.5424997489899,469.098166562617,"n","July"
"24",35.5190049856901,58.4835004992783,"r","November"
"25",22.9977707145736,395.80064592883,"f","December"
"26",39.8087055888027,472.043793881312,"y","June"
"27",57.2951429523528,439.671311760321,"a","June"
"28",30.2053293213248,58.839576668106,"p","October"
"29",56.5099063562229,46.157437376678,"k","May"
"30",47.5631351815537,147.614716319367,"t","March"
"31",0.572045356966555,18.8987769652158,"s","June"
"32",16.7218240676448,38.4182210545987,"p","March"
"33",15.9176711924374,81.8917952710763,"r","May"
"34",77.2348255617544,426.890484173782,"r","March"
"35",5.57315845508128,229.835089412518,"m","December"
"36",9.83813055790961,356.495420914143,"s","July"
"37",54.8839427763596,490.808825939894,"p","January"
"38",23.1986986938864,434.425464482047,"n","April"
"39",67.9442439693958,54.3320495635271,"s","March"
"40",66.4313945453614,154.368329676799,"a","February"
"41",21.870136866346,251.380061963573,"n","April"
"42",73.9042362896726,142.469752347097,"a","June"
"43",81.1273330589756,51.1438256362453,"n","April"
"44",9.57449618726969,475.701221148483,"z","December"
"45",19.6154721081257,175.770621746778,"k","June"
"46",88.3970946306363,156.554134213366,"d","November"
"47",35.8400912955403,426.407648716122,"b","August"
"48",26.4832350891083,247.560515883379,"d","March"
"49",87.0936057530344,360.344992601313,"l","February"
"50",8.19936480838805,441.010477836244,"u","February"
"51",86.3328697858378,342.079423135146,"n","May"
"52",90.3900688281283,301.087246160023,"j","May"
"53",61.7898641619831,310.528738191351,"w","June"
"54",44.8288567597046,153.956846217625,"y","June"
"55",66.5505977347493,315.76602847781,"n","September"
"56",67.8867036942393,466.133191133849,"d","December"
"57",58.2725207088515,462.235730374232,"z","April"
"58",76.5609417809173,466.988317901269,"w","September"
"59",21.6179533163086,419.007502845488,"r","December"
"60",45.5533168045804,333.00256205257,"q","March"
"61",19.4258740637451,190.76048664283,"r","February"
"62",82.2428698884323,303.565274109133,"h","December"
"63",4.42088041454554,269.324737135321,"n","February"
"64",52.9260525247082,210.815398371778,"k","April"
"65",4.51187987346202,428.240057546645,"g","November"
"66",52.0652356324717,450.526277534664,"i","July"
"67",21.8129538930953,237.956659053452,"j","May"
"68",13.3929766947404,371.371853165329,"z","August"
"69",30.0580451730639,73.54571740143,"l","January"
"70",90.234567434527,91.1955115152523,"a","February"
"71",42.43796733208,94.2461382364854,"l","October"
"72",22.8095325874165,360.552772297524,"n","January"
"73",10.3164267726243,39.4047014415264,"a","May"
"74",29.2166091501713,391.858737217262,"o","August"
"75",31.6154307452962,274.487847695127,"c","January"
"76",7.39095280878246,326.11128303688,"e","July"
"77",21.1978575680405,342.454958008602,"o","April"
"78",45.8865277701989,339.923127088696,"a","May"
"79",77.5073063327,55.2374050021172,"c","June"
"80",91.8276129988953,49.3223310913891,"u","August"
"81",74.3111372925341,341.678853379562,"k","December"
"82",29.7140342649072,265.6646349933,"y","September"
"83",68.0433080065995,336.487385560758,"e","January"
"84",89.4641464576125,94.8168361792341,"h","April"
"85",91.6997804539278,387.658058665693,"r","February"
"86",81.7548888735473,114.82428945601,"p","July"
"87",64.9967093952,68.5667764628306,"d","August"
"88",86.3060395698994,170.512119540945,"v","September"
"89",22.5863879779354,171.257202280685,"q","October"
"90",54.2989368550479,477.295331540518,"a","August"
"91",0.236965296790004,47.5828780326992,"l","October"
"92",48.9358966471627,173.612583079375,"g","June"
"93",59.0967694763094,496.156594948843,"u","April"
"94",36.1546554137021,377.939674654044,"v","February"
"95",72.5949814543128,433.649677666835,"v","March"
"96",64.5283645717427,129.09099960234,"o","December"
"97",86.2644775537774,416.302459663711,"r","October"
"98",45.2207477763295,474.558014073409,"g","December"
"99",4.06891612801701,95.7409930415452,"u","May"
"100",33.9968770509586,7.88318633567542,"g","July"
