"","measure_A","measure_B","code","month"
"1",90.2542221359909,405.793621321209,"o","September"
"2",49.5222788769752,21.7209995025769,"l","May"
"3",42.380956443958,452.737665153109,"l","February"
"4",26.3425051234663,115.950601408258,"g","October"
"5",45.0217139907181,188.851063954644,"g","January"
"6",64.0962257515639,338.810136192478,"b","August"
"7",82.9123584087938,395.412219571881,"e","June"
"8",16.9630506774411,230.794620350935,"q","May"
"9",17.0324834994972,321.97692990303,"s","September"
"10",62.9363435087726,58.6580556118861,"h","March"
"11",90.2649554656819,300.363447749987,"w","December"
"12",10.2447762386873,475.086468155496,"k","January"
"13",78.7020191550255,69.8405298171565,"s","November"
"14",59.535896172747,117.667446029373,"b","November"
"15",95.5181593075395,87.3695568880066,"i","May"
"16",21.6952396556735,308.104926138185,"c","October"
"17",10.9541413607076,45.0299119111151,"s","April"
"18",40.7419002847746,474.347745534033,"l","March"
"19",60.3566128527746,30.2490642061457,"x","December"
"20",57.7847287291661,159.880911931396,"n","November"
"21",17.9826815379784,7.79924273956567,"f","March"
"22",25.4134319024161,49.8755881562829,"g","April"
"23",43.1136655854061,269.848951254971,"z","June"
"24",28.4525147872046,457.298477995209,"w","May"
"25",8.70315409265459,182.865500915796,"w","March"
"26",69.1376413451508,261.31088193506,"g","August"
"27",2.34659824054688,98.4533008886501,"l","August"
"28",56.600571796298,291.22780833859,"g","October"
"29",20.7855801330879,284.702407894656,"n","June"
"30",73.5624039778486,437.967758858576,"b","July"
"31",9.33213455136865,342.002529767342,"e","June"
"32",31.6735189408064,255.97689836286,"r","December"
"33",98.3527777716517,455.366050591692,"a","April"
"34",4.25756864715368,36.2183285178617,"x","December"
"35",29.0285089984536,206.603180384263,"a","February"
"36",69.6034136693925,119.823311222717,"w","October"
"37",47.7218779269606,277.560682734475,"j","May"
"38",91.7856383137405,300.081427325495,"c","July"
"39",41.3507944671437,138.547770329751,"f","October"
"40",5.54240955971181,300.228243344463,"h","July"
"41",44.5063167950138,125.139337149449,"s","April"
"42",80.9653187636286,352.485964656807,"m","May"
"43",54.6056185150519,127.20034387894,"g","December"
"44",58.2282740622759,392.093950533308,"y","March"
"45",83.5412940941751,350.959285628051,"y","July"
"46",37.5609069364145,84.3197499634698,"a","June"
"47",77.6730596320704,285.121943685226,"u","December"
"48",72.393674752675,261.369100771844,"a","December"
"49",49.0626272046939,128.158069797792,"t","April"
"50",98.3279180014506,378.413000376895,"j","September"
"51",94.4443931104615,399.238249985501,"q","January"
"52",53.1317710177973,481.987800681964,"m","March"
"53",70.1713795773685,225.566016044468,"c","February"
"54",51.9770772196352,423.83333016187,"v","May"
"55",35.3370220400393,430.375741329044,"i","August"
"56",47.2075438592583,94.9559655273333,"i","December"
"57",86.5555239608511,338.761065737344,"f","May"
"58",75.6102450890467,90.3461365960538,"k","August"
"59",93.174724583514,241.721790516749,"l","September"
"60",17.978363414295,354.258278268389,"b","June"
"61",32.2368250926957,153.272257302888,"t","September"
"62",98.8810375332832,28.6083344835788,"a","October"
"63",35.6928040739149,86.0253710998222,"o","September"
"64",35.3285601129755,34.4806958455592,"m","February"
"65",99.375163950026,430.436038877815,"s","April"
"66",28.7413853919134,134.980855509639,"f","December"
"67",5.37498737685382,191.466781194322,"j","April"
"68",29.3363556033,73.3671260531992,"q","August"
"69",15.0847358629107,57.5608499348164,"v","December"
"70",90.7320587430149,234.736885293387,"z","September"
"71",64.4895647885278,430.88482087478,"g","June"
"72",50.0883606728166,187.918124487624,"s","May"
"73",81.4964732620865,485.086126485839,"k","August"
"74",19.8697193758562,190.849328995682,"a","February"
"75",68.237972073257,376.739967381582,"z","May"
"76",84.8897096002474,8.31014779396355,"d","August"
"77",48.8812934840098,23.9159574266523,"o","June"
"78",5.43563566170633,34.9150137044489,"g","May"
"79",99.6437752852216,218.330831150524,"a","September"
"80",98.8968075253069,72.2914959769696,"b","December"
"81",3.45407745335251,124.166853958741,"g","March"
"82",11.7565620690584,460.574193974026,"b","October"
"83",28.4646491985768,170.945806195959,"d","March"
"84",58.3308093482628,405.538557679392,"i","December"
"85",55.2616119384766,473.435312742367,"l","November"
"86",25.9616342140362,495.281043462455,"z","March"
"87",33.8594565400854,252.760838717222,"k","February"
"88",84.5183999743313,201.159370481037,"h","October"
"89",99.6083101490512,274.002004531212,"n","May"
"90",84.1349644120783,274.162744753994,"c","August"
"91",57.5610901927575,377.051757997833,"m","October"
"92",4.77850679308176,367.325178813189,"u","April"
"93",8.87040738016367,9.64244548231363,"o","October"
"94",69.6809419430792,41.637857328169,"m","June"
"95",0.662779877893627,318.84951388929,"f","September"
"96",61.3512671552598,470.180027419701,"o","August"
"97",51.3462847098708,280.378931434825,"r","January"
"98",61.7715451866388,281.70232125558,"j","October"
"99",91.3834953214973,23.2548229396343,"n","March"
"100",76.3206137577072,362.577181658708,"w","April"
